date,open,high,low,close,vol,guard0,guard1,guard2,guard3,guard4,guard5,regressionClose,regressionHigh,MAA3,MAA5
2012-11-08,7229.0,7242.63,7190.99,7242.63,6.7592719088E10,1,-1,-1,-1,-1,-1,0.0013129996599493873,0.0013129996599493873,10391.683333333334,10370.023000000001
2012-11-09,7206.16,7302.27,7170.29,7293.22,8.2406982885E10,1,-1,-1,-1,-1,-1,0.008387291317236464,0.009259161135993446,10409.055,10381.9555
2012-11-12,7303.93,7307.59,7264.02,7267.75,5.83535364E10,-1,-1,-1,-1,-1,-1,-0.003456686797233532,3.4968141729889776E-4,10414.5,10408.0855
2012-11-13,7262.65,7262.65,7129.87,7136.05,7.1835040095E10,-1,-1,-1,-1,-1,-1,-0.012210565707986188,0.0,10389.534166666666,10395.7905
2012-11-14,7141.58,7165.86,7107.78,7159.75,5.9285535803E10,1,-1,-1,-1,-1,-1,0.0017714161482569122,0.00236708773140775,10337.093333333332,10361.2435
2012-11-15,7132.02,7158.74,7066.28,7143.84,5.6087191931E10,1,-1,-1,-1,-1,-1,0.001154203321410443,0.002609163515066586,10265.5825,10332.425
2012-11-16,7125.24,7194.28,7108.84,7130.07,6.565020756E10,1,-1,-1,-1,-1,-1,4.722303154263788E-4,0.006750058173299634,10245.316666666666,10297.5475
2012-11-19,7134.71,7162.12,7125.21,7129.04,5.3247605093E10,-1,-1,-1,-1,-1,-1,-5.538683356305428E-4,0.002677518708929965,10238.869166666667,10255.865
2012-11-20,7179.1,7189.1,7141.16,7145.77,4.9913357502E10,-1,-1,-1,-1,-1,-1,-0.0032394574273284563,9.719344216407031E-4,10252.006666666666,10249.9085
2012-11-21,7150.24,7169.4,7061.87,7088.49,5.3833179861E10,-1,-1,-1,-1,-1,-1,-0.00603323702951743,0.0018720133034097663,10238.6075,10238.456
2012-11-22,7116.8,7134.78,7097.38,7105.76,4.4990219916E10,-1,-1,-1,1,-1,-1,-0.0010813945287706653,0.0017611842053708833,10227.1975,10232.833999999999
2012-11-23,7148.97,7326.01,7148.97,7326.01,8.198392764E10,1,1,-1,1,-1,-1,0.017126726554745647,0.017126726554745647,10277.91,10269.4645
2012-11-26,7372.38,7407.37,7370.28,7407.37,8.4491221564E10,1,-1,-1,-1,-1,-1,0.003302226903286917,0.003302226903286917,10414.783333333335,10344.004500000001
2012-11-27,7408.74,7436.78,7384.97,7430.2,6.9824533135E10,1,-1,-1,-1,-1,-1,0.002016506032134513,0.002634800985137512,10562.344166666668,10419.0365
2012-11-28,7418.42,7434.93,7385.91,7434.93,6.9441755777E10,1,-1,-1,-1,-1,-1,0.00154966580344683,0.00154966580344683,10638.496666666666,10509.398000000001
2012-11-29,7468.93,7521.52,7466.49,7503.55,9.8360097032E10,1,-1,-1,-1,-1,-1,0.003225178376958232,0.0048992527684644386,10686.040833333333,10619.3105
2012-11-30,7519.07,7590.69,7515.15,7580.17,1.21012379999E11,1,-1,-1,-1,-1,-1,0.005648114167707426,0.006620588161885396,10753.163333333334,10704.1885
2012-12-03,7582.65,7628.29,7562.19,7599.91,8.0241606202E10,1,-1,-1,-1,-1,-1,0.0015849490447146831,0.004191024009315133,10835.334166666667,10761.7285
2012-12-04,7572.11,7600.98,7536.66,7600.98,8.8616320789E10,1,-1,-1,-1,-1,-1,0.0026535243527726713,0.0026535243527726713,10878.654166666667,10809.0965
2012-12-05,7575.63,7650.12,7567.46,7649.05,9.8528467276E10,1,-1,-1,-1,-1,-1,0.006733123630127571,0.0068312500573168185,10908.409166666666,10866.136
2012-12-06,7660.97,7673.62,7616.79,7623.26,1.01196284098E11,-1,-1,-1,-1,-1,-1,-0.0034349205076868194,0.0011522605256495432,10928.595833333333,10907.2615
2012-12-07,7640.25,7672.92,7631.63,7642.26,8.7043226672E10,1,-1,-1,-1,-1,-1,1.8329431869686113E-4,0.002979216612848665,10957.609999999999,10931.7645
2012-12-10,7658.39,7669.05,7603.25,7609.5,7.0484732969E10,-1,-1,-1,-1,-1,-1,-0.004456765094112532,9.717552854006853E-4,10960.030833333332,10940.954
2012-12-11,7621.0,7630.66,7556.67,7613.69,8.2960266356E10,-1,-1,-1,-1,-1,-1,-6.685396752231964E-4,8.834600906506743E-4,10945.9225,10947.6225
2012-12-12,7653.9,7696.02,7645.54,7690.19,8.6805246788E10,1,-1,-1,-1,-1,-1,0.0032989499539564262,0.0038289273094694117,10961.088333333333,10963.372
2012-12-13,7713.69,7757.09,7699.41,7757.09,1.02689325003E11,1,-1,-1,-1,-1,-1,0.0039136578543236865,0.0039136578543236865,11014.755833333333,10992.65
2012-12-14,7722.88,7723.74,7686.32,7698.77,9.4804039221E10,-1,-1,-1,-1,-1,-1,-0.002177331013014205,7.766506309388551E-5,11061.24,11009.8005
2012-12-17,7664.97,7683.32,7603.51,7631.28,9.1467611916E10,-1,-1,-1,-1,-1,-1,-0.0030666581709282363,0.0016703228684040784,11044.145833333332,11013.841
2012-12-18,7620.29,7643.74,7616.04,7643.74,7.1877360094E10,1,-1,-1,-1,-1,-1,0.0021422098470398887,0.0021422098470398887,10994.08,11021.5445
2012-12-19,7671.13,7685.63,7647.01,7677.47,8.3967979892E10,1,-1,-1,-1,-1,-1,5.757266733078172E-4,0.0013167250414768388,10978.450833333332,11020.217999999999
2012-12-20,7646.13,7646.13,7574.56,7595.46,7.8262743569E10,-1,-1,-1,-1,-1,-1,-0.004626771906628152,0.0,10963.190833333334,10982.902
2012-12-21,7592.57,7608.81,7491.52,7519.93,7.6688052761E10,-1,-1,-1,-1,-1,-1,-0.006685663375376383,0.0014947022744508794,10919.315833333332,10936.39
2012-12-22,7537.52,7546.9,7520.8,7540.14,3.9233990978E10,1,-1,-1,-1,-1,-1,2.4217103560476212E-4,8.670092801420693E-4,10854.739166666666,10906.574
2012-12-24,7542.66,7566.09,7520.62,7535.52,4.7759114125E10,-1,-1,-1,-1,-1,-1,-6.597720182739678E-4,0.0021650501944202407,10821.26,10879.21
2012-12-25,7556.24,7654.6,7543.83,7636.57,5.3368173137E10,1,-1,-1,-1,-1,-1,0.007383624952663172,0.009040873277031677,10853.050833333333,10861.15
2012-12-26,7646.51,7683.09,7633.83,7634.19,5.4062572615E10,-1,-1,-1,-1,-1,-1,-0.0011231939551744896,0.0033349378961262666,10904.3825,10871.289
2012-12-27,7634.8,7661.01,7622.73,7648.41,6.771852389E10,1,-1,-1,-1,-1,-1,0.0012414258610623505,0.002390725335668338,10954.2675,10900.181
2012-12-28,7700.87,7708.31,7665.04,7699.5,6.7418947244E10,-1,-1,-1,-1,-1,-1,-1.2396507261464961E-4,6.732117812060526E-4,10995.270833333332,10945.469
2013-01-02,7738.05,7793.48,7715.26,7779.22,7.5426195783E10,1,-1,-1,-1,-1,-1,0.0037012131204723813,0.004983197553261551,11052.009999999998,11009.739
2013-01-03,7826.34,7855.16,7815.29,7836.84,1.01199774131E11,1,-1,-1,-1,-1,-1,9.3443555197998E-4,0.002564803105529786,11143.23,11074.288499999999
2013-01-04,7818.27,7818.27,7773.06,7805.99,9.689515396E10,-1,-1,-1,-1,-1,-1,-0.0010949386727346587,0.0,11195.499166666666,11120.139
2013-01-07,7797.05,7797.05,7725.47,7755.09,8.5717882976E10,-1,-1,-1,-1,-1,-1,-0.0037558618208052125,0.0,11196.05,11154.8085
2013-01-08,7737.07,7751.8,7692.98,7721.66,8.5073725993E10,-1,-1,-1,-1,-1,-1,-0.0013886210569379557,0.0013273451115311924,11143.5,11163.225999999999
2013-01-09,7726.4,7763.97,7703.23,7738.64,8.216096302E10,1,-1,-1,-1,-1,-1,0.0011032941081031366,0.0033864999707051554,11110.114166666666,11155.0015
2013-01-10,7780.98,7825.06,7760.09,7811.64,1.10240917296E11,1,-1,-1,-1,-1,-1,0.0027422990232909093,0.003942613859969388,11126.906666666666,11145.0145
2013-01-11,7843.57,7845.36,7801.69,7819.15,7.4676503094E10,-1,-1,-1,-1,-1,-1,-0.0021713866019578113,1.5916388278076847E-4,11174.905,11150.8695
2013-01-14,7795.68,7823.97,7731.32,7823.97,7.262030886E10,1,-1,-1,-1,-1,-1,0.0025257868643011453,0.0025257868643011453,11207.51,11161.8775
2013-01-15,7823.51,7823.51,7744.39,7765.02,8.9112880027E10,-1,-1,-1,-1,-1,-1,-0.005221086082310863,0.0,11198.971666666666,11178.2975
2013-01-16,7766.09,7769.18,7700.43,7700.43,8.1704190364E10,-1,-1,-1,-1,-1,-1,-0.005906211236553371,2.7794993483019827E-4,11150.608333333334,11175.166
2013-01-17,7748.57,7774.97,7603.27,7616.64,9.6845508562E10,-1,-1,-1,-1,-1,-1,-0.011925185797160688,0.002386302622944267,11084.5775,11136.48
2013-01-18,7697.28,7732.87,7676.11,7732.87,6.971453911E10,1,-1,-1,-1,-1,-1,0.0032171984068585487,0.0032171984068585487,11053.469166666666,11105.436
2013-01-21,7725.36,7739.37,7674.18,7724.92,5.1696961825E10,-1,-1,-1,-1,-1,-1,-3.968593990274152E-5,0.0012636364046344193,11051.000833333334,11081.2605
2013-01-22,7746.79,7759.47,7699.25,7759.1,5.7352636174E10,1,-1,-1,-1,-1,-1,0.0011066809908886542,0.0011399443512970725,11090.094166666666,11071.1535
2013-01-23,7773.2,7773.2,7730.1,7744.18,6.1968828653E10,-1,-1,-1,-1,-1,-1,-0.0026042624830952166,0.0,11106.866666666667,11079.191
2013-01-24,7717.04,7724.68,7653.62,7695.99,7.1325651617E10,-1,-1,-1,-1,-1,-1,-0.0019021989600709257,6.903943018976117E-4,11096.628333333334,11088.491
2013-01-25,7695.25,7704.31,7637.2,7672.58,6.6432324347E10,-1,-1,-1,-1,-1,-1,-0.002054528844968722,8.210865167807346E-4,11062.805833333334,11076.7555
2013-01-28,7685.67,7717.35,7685.67,7714.67,5.6334883873E10,1,-1,-1,-1,-1,-1,0.0026261241396047593,0.0028688142325061913,11040.4125,11072.838
2013-01-29,7744.15,7802.0,7739.6,7802.0,7.2765571859E10,1,-1,-1,-1,-1,-1,0.005193287238607568,0.005193287238607568,11080.490833333333,11082.729
2013-01-30,7832.95,7847.21,7804.71,7832.98,7.8092326719E10,1,-1,-1,-1,-1,-1,2.668642648186243E-6,0.0012684948054869426,11154.47,11105.317500000001
2013-01-31,7832.87,7850.02,7800.9,7850.02,7.8255145885E10,1,-1,-1,-1,-1,-1,0.0015245799626633155,0.0015245799626633155,11218.310833333333,11145.8475
2013-02-01,7853.75,7866.23,7832.0,7855.97,7.3150064857E10,1,-1,-1,-1,-1,-1,1.9694015325857572E-4,0.0011071230237232658,11252.820833333333,11196.738
2013-02-04,7882.76,7929.97,7880.29,7923.16,8.631643759E10,1,-1,-1,-1,-1,-1,0.0035655280511741206,0.004166548992473481,11290.761666666667,11255.527
2013-02-05,7896.67,7896.67,7863.91,7886.94,7.7363572058E10,-1,-1,-1,-1,-1,-1,-8.588676540554851E-4,0.0,11313.65,11285.743
2013-02-06,7925.26,7941.65,7906.65,7906.65,9.0364086478E10,-1,-1,-1,-1,-1,-1,-0.001637335111732116,0.0014420162536962701,11343.691666666668,11310.271
2013-02-18,8000.69,8005.73,7927.95,7943.53,9.4393741808E10,-1,-1,-1,-1,-1,-1,-0.004988863209490348,4.3988576934632216E-4,11368.458333333334,11345.6155
2013-02-19,7974.4,7974.4,7946.09,7960.88,7.8667077457E10,-1,-1,-1,-1,-1,-1,-0.0011819452615972202,0.0,11405.146666666667,11377.138500000001
2013-02-20,8021.31,8029.1,7995.16,8029.1,9.7324161065E10,1,-1,-1,-1,-1,-1,6.764877520111446E-4,6.764877520111446E-4,11455.778333333334,11409.281
2013-02-21,8020.52,8020.52,7957.46,7957.46,8.1923695301E10,-1,-1,-1,-1,-1,-1,-0.00549140498458656,0.0,11464.3,11436.005500000001
2013-02-22,7947.88,7970.24,7913.16,7947.72,7.4531535711E10,-1,-1,-1,-1,-1,-1,-1.4027052924934619E-5,0.0019602806462612875,11455.995833333334,11444.521
2013-02-23,7979.15,7997.94,7965.89,7986.89,5.1748795268E10,1,-1,-1,-1,-1,-1,6.756963207725637E-4,0.0016403532128313227,11437.8125,11450.8935
2013-02-25,7986.87,7995.11,7947.68,7947.68,7.1720997967E10,-1,-1,-1,-1,-1,-1,-0.003424053121314098,7.199335983572551E-4,11429.844166666666,11450.824
2013-02-26,7891.41,7927.49,7871.23,7880.9,6.9276926906E10,-1,-1,-1,-1,-1,-1,-9.283648588726611E-4,0.003187003245302079,11402.82,11412.746
2013-02-27,7886.03,7912.85,7873.29,7897.98,7.3361853346E10,1,-1,-1,-1,-1,-1,0.0010553712213074353,0.002368623946064042,11359.943333333333,11388.2795
2013-03-01,7917.72,7964.63,7917.72,7964.63,7.9295783086E10,1,-1,-1,-1,-1,-1,0.0041207970680937215,0.0041207970680937215,11353.013333333332,11389.0345
2013-03-04,7966.22,7966.22,7849.52,7867.34,8.299394127E10,-1,-1,-1,-1,-1,-1,-0.008681390848718424,0.0,11357.565833333334,11364.598
2013-03-05,7910.44,7939.85,7882.56,7932.71,9.0103178024E10,1,-1,-1,-1,-1,-1,0.0019599456460516326,0.002588325166159886,11370.556666666667,11352.707
2013-03-06,7958.11,7982.39,7936.86,7950.3,1.00685198825E11,-1,-1,-1,-1,-1,-1,-6.840148959351027E-4,0.0021264893307689917,11373.726666666667,11371.5785
2013-03-07,7950.9,7984.29,7942.37,7960.51,8.1029954705E10,1,-1,-1,-1,-1,-1,8.418666136375895E-4,0.002925070367258944,11402.974166666667,11390.4165
2013-03-08,7981.0,8029.14,7981.0,8015.14,9.1740839591E10,1,-1,-1,-1,-1,-1,0.0029767250444242854,0.00419740901108915,11443.320833333333,11406.8915
2013-03-11,8021.88,8089.21,8001.85,8038.72,9.3173141621E10,1,-1,-1,-1,-1,-1,0.0014617890596720824,0.005844552101408572,11483.1475,11446.9275
2013-03-12,8039.0,8063.23,7986.59,7994.71,8.8949903672E10,-1,-1,-1,-1,-1,-1,-0.0038452555935924162,0.002103647392927088,11508.5625,11473.22
2013-03-13,8018.9,8047.56,7962.42,7995.51,8.0566458446E10,-1,-1,-1,-1,-1,-1,-0.0020342066767898162,0.0024925337048652112,11507.225,11486.9905
2013-03-14,8002.42,8002.71,7946.29,7951.76,7.363168255E10,-1,-1,-1,-1,-1,-1,-0.004419505845856417,2.5299184668421308E-5,11473.901666666667,11489.484
2013-03-15,7989.67,7999.92,7924.94,7927.49,9.0439668282E10,-1,-1,-1,-1,-1,-1,-0.005435547501597558,8.960173993466503E-4,11444.025833333333,11473.643
2013-03-18,7886.69,7888.16,7807.61,7811.34,6.7914665403E10,-1,-1,-1,-1,-1,-1,-0.006676419171025187,1.302499825005307E-4,11364.763333333332,11415.96
2013-03-19,7843.47,7863.77,7823.81,7838.47,7.1286628606E10,-1,-1,-1,-1,-1,-1,-4.442635798048439E-4,0.0018037101340077633,11303.861666666666,11366.6635
2013-03-20,7834.73,7844.54,7786.56,7798.03,7.1665904413E10,-1,-1,-1,-1,-1,-1,-0.003268544313267326,8.736899104400591E-4,11236.905,11311.451000000001
2013-03-21,7828.95,7843.16,7811.84,7811.84,6.7873260619E10,-1,-1,-1,-1,-1,-1,-0.001523805113252347,0.001265533060158608,11228.810833333335,11268.9055
2013-03-22,7811.52,7832.59,7796.22,7796.22,6.3190777247E10,-1,-1,-1,-1,-1,-1,-0.0013655556874501214,0.0018805397604297403,11211.596666666668,11227.206
2013-03-25,7862.58,7877.05,7854.47,7856.12,5.7980060441E10,-1,-1,-1,-1,-1,-1,-5.726254878617692E-4,0.0012826456361240846,11235.553333333333,11233.925000000001
2013-03-26,7873.7,7876.68,7845.56,7856.36,6.6842947113E10,-1,-1,-1,-1,-1,-1,-0.0015355201951014023,2.6388986051911593E-4,11255.0525,11239.62
2013-03-27,7872.75,7894.26,7857.32,7894.12,6.5566643273E10,1,-1,-1,-1,-1,-1,0.0018898008236596343,0.001902181362513854,11292.7475,11260.7115
2013-03-28,7905.71,7905.71,7844.84,7866.88,6.3980409147E10,-1,-1,-1,-1,-1,-1,-0.00342743554911789,0.0,11300.380833333333,11276.867
2013-03-29,7904.5,7931.7,7883.81,7918.61,5.5567399521E10,1,-1,-1,-1,-1,-1,0.0012431203289378116,0.002396376537711558,11324.934166666666,11307.6225
2013-04-01,7934.25,7937.73,7896.57,7899.24,5.2312703336E10,-1,-1,-1,-1,-1,-1,-0.003078668284704287,3.06020155120523E-4,11338.122500000001,11322.253
2013-04-02,7897.16,7924.46,7879.55,7913.18,5.6197934026E10,1,-1,-1,-1,-1,-1,0.0014126012496495336,0.0024072418299269783,11352.443333333333,11335.3015
2013-04-03,7949.12,7954.15,7913.77,7942.35,6.7693544435E10,-1,-1,-1,-1,-1,-1,-5.93576919064028E-4,4.410180063354767E-4,11365.954166666666,11351.5465
2013-04-08,7831.22,7843.1,7747.47,7752.79,8.7879319367E10,-1,-1,-1,-1,-1,-1,-0.006999535030249833,0.0010602381251990577,11303.606666666667,11324.1885
2013-04-09,7766.62,7781.13,7714.93,7728.54,6.8470526903E10,-1,-1,-1,-1,-1,-1,-0.003421417462346881,0.0013036966223386052,11224.895833333334,11275.2785
2013-04-10,7772.95,7772.95,7739.99,7752.8,6.5188190653E10,-1,-1,-1,-1,-1,-1,-0.001807698553033716,0.0,11137.340833333334,11231.0775
2013-04-11,7788.58,7857.98,7788.58,7857.98,7.2669953207E10,1,-1,-1,-1,-1,-1,0.0061919062684574686,0.0061919062684574686,11162.4825,11210.212
2013-04-12,7861.12,7864.86,7810.54,7821.63,6.8462431791E10,-1,-1,-1,-1,-1,-1,-0.003505579277223924,3.3200472263400315E-4,11206.563333333334,11179.644
2013-04-15,7815.32,7835.12,7753.24,7763.53,6.3862717063E10,-1,-1,-1,-1,-1,-1,-0.0046266600677873195,0.0017688331597257318,11218.833333333334,11180.2135
2013-04-16,7690.91,7801.05,7688.62,7801.05,6.3583954798E10,1,-1,-1,-1,-1,-1,0.00993530415705966,0.00993530415705966,11184.612500000001,11186.042000000001
2013-04-17,7822.81,7822.81,7791.53,7809.07,7.158570605E10,-1,-1,-1,-1,-1,-1,-0.0012244767010779478,0.0,11173.461666666666,11201.3165
2013-04-18,7781.48,7826.13,7757.33,7791.35,7.2377347331E10,1,-1,-1,-1,-1,-1,8.834523204274227E-4,0.003996570020980841,11176.585,11188.675
2013-04-19,7868.9,7933.72,7862.92,7930.8,8.3900820655E10,1,-1,-1,-1,-1,-1,0.005468110931098237,0.005726057359511925,11246.634166666667,11210.0845
2013-04-22,7976.1,7996.55,7950.01,7970.38,7.4205497867E10,-1,-1,-1,-1,-1,-1,-4.997985951466379E-4,0.0017868673550255453,11323.935833333333,11264.378
2013-04-23,7955.92,7968.79,7913.6,7942.77,7.3194836494E10,-1,-1,-1,-1,-1,-1,-0.00115225342214882,0.001127718748521418,11397.968333333334,11316.6885
2013-04-24,7977.4,8025.45,7968.28,8023.71,8.0098371633E10,1,-1,-1,-1,-1,-1,0.004037633428919385,0.004189338938880925,11444.813333333334,11372.8955
2013-04-25,8015.38,8026.46,7994.19,8021.75,7.266475685E10,1,-1,-1,-1,-1,-1,5.535890735248677E-4,9.629147464137723E-4,11466.155,11438.12
2013-04-26,8034.47,8081.37,8020.47,8022.06,8.9217823517E10,-1,-1,-1,-1,-1,-1,-0.0010767017700942269,0.004069082434925015,11509.2525,11474.2595
2013-04-29,8043.71,8046.22,8014.27,8029.74,7.4561790695E10,-1,-1,-1,-1,-1,-1,-0.0012107261496914553,2.1753204264339025E-4,11521.720833333333,11491.5665
2013-04-30,8065.92,8115.59,8065.92,8093.66,9.7010080252E10,1,-1,-1,-1,-1,-1,0.0023937400332741756,0.004286123556334875,11555.76,11532.795
2013-05-02,8111.43,8139.49,8095.7,8128.51,8.4955285441E10,1,-1,-1,-1,-1,-1,0.0014661900690517088,0.002408740827727774,11597.603333333333,11565.9335
2013-05-03,8157.51,8175.33,8121.07,8135.03,8.4198234051E10,-1,-1,-1,-1,-1,-1,-0.0019216697326758707,0.001523316487379187,11650.796666666667,11602.3515
2013-05-06,8188.48,8197.52,8153.96,8169.05,7.5262719576E10,-1,-1,-1,-1,-1,-1,-0.001654471714323935,7.697593565357485E-4,11692.393333333333,11642.6795
2013-05-07,8177.58,8181.8,8145.1,8163.06,7.5410414785E10,-1,-1,-1,-1,-1,-1,-0.0012378062867260992,3.5974810812556277E-4,11713.440833333334,11680.9655
2013-05-08,8177.94,8284.09,8177.94,8267.09,9.1918643108E10,1,-1,-1,-1,-1,-1,0.007570437336055206,0.009014042885274938,11759.110833333334,11724.362
2013-05-09,8314.37,8322.69,8279.46,8285.89,8.6205916016E10,-1,-1,-1,-1,-1,-1,-0.002389091381906607,6.979368081973775E-4,11817.237500000001,11774.460000000001
2013-05-10,8284.38,8297.33,8258.62,8280.26,7.9301267206E10,-1,-1,-1,-1,-1,-1,-3.4655572397332716E-4,0.0010892952974407642,11872.055,11813.7205
2013-05-13,8285.45,8296.54,8230.65,8248.32,6.5457345989E10,-1,-1,-1,-1,-1,-1,-0.003126584133154003,9.338491256848208E-4,11882.213333333333,11838.254
2013-05-14,8272.2,8295.41,8233.98,8251.82,6.9234981269E10,-1,-1,-1,-1,-1,-1,-0.0017178220241979437,0.0019563615888925803,11864.856666666667,11865.3095
2013-05-15,8264.1,8320.32,8251.51,8318.59,8.8012108497E10,1,-1,-1,-1,-1,-1,0.00458484015744452,0.004730403994338942,11873.244166666667,11882.2005
2013-05-16,8362.49,8414.88,8346.45,8390.05,1.17506895628E11,1,-1,-1,-1,-1,-1,0.0022939311537657583,0.0043606332781490915,11931.55,11906.8415
2013-05-17,8377.26,8402.34,8356.79,8368.19,8.8300289004E10,-1,-1,-1,-1,-1,-1,-7.546027020933119E-4,0.002086597107883221,11986.030833333334,11933.695
2013-05-20,8364.95,8385.68,8347.33,8377.05,6.8961305789E10,1,-1,-1,-1,-1,-1,0.0010074006482330563,0.0017259021023035808,12021.218333333334,11965.6035
2013-05-21,8381.36,8420.68,8361.96,8383.05,8.2302005742E10,1,-1,-1,-1,-1,-1,1.4047453795087465E-4,0.0032683188356406098,12023.14,12001.8115
2013-05-22,8414.06,8439.15,8376.21,8398.84,8.6150385436E10,-1,-1,-1,-1,-1,-1,-0.0012609358430540284,0.0020786386532343705,12038.123333333333,12032.6225
2013-05-23,8367.85,8373.09,8235.5,8237.83,1.02071627352E11,-1,-1,-1,-1,-1,-1,-0.01087661210514564,4.383436965925287E-4,11996.421666666667,12004.5265
2013-05-24,8273.21,8277.56,8172.54,8209.78,8.1422035758E10,-1,-1,-1,-1,-1,-1,-0.005353994140402312,3.671744365560865E-4,11920.168333333333,11962.294
2013-05-27,8218.88,8280.1,8210.32,8280.1,5.7522008748E10,1,-1,-1,-1,-1,-1,0.005177815066917565,0.005177815066917565,11849.696666666667,11929.709499999999
2013-05-28,8289.15,8303.71,8261.54,8263.05,6.4211614971E10,-1,-1,-1,-1,-1,-1,-0.0021957904761584573,0.001224931392063815,11845.291666666666,11897.8175
